"plot_cn","tree_cn","tree","beetles_neigh"
"I.2.139","I.2.139.6.3",6.3,0
"I.2.139","I.2.139.6.4",6.4,0
"I.2.139","I.2.139.6.5",6.5,0
"I.2.139","I.2.139.6.6",6.6,0
"I.2.139","I.2.139.6.7",6.7,NA
"I.2.139","I.2.139.7.1",7.1,NA
"I.2.139","I.2.139.7.2",7.2,NA
"I.2.139","I.2.139.7.3",7.3,NA
"I.2.139","I.2.139.7.4",7.4,NA
"I.2.139","I.2.139.7.5",7.5,NA
"I.2.139","I.2.139.7.6",7.6,NA
"I.2.139","I.2.139.7.7",7.7,NA
"I.2.140","I.2.140.1.1",1.1,NA
"I.2.140","I.2.140.1.2",1.2,NA
"I.2.140","I.2.140.1.3",1.3,NA
"I.2.140","I.2.140.1.4",1.4,NA
"I.2.140","I.2.140.1.5",1.5,NA
"I.2.140","I.2.140.1.6",1.6,NA
"I.2.140","I.2.140.1.7",1.7,NA
"I.2.140","I.2.140.2.1",2.1,NA
"I.2.140","I.2.140.2.2",2.2,0
"I.2.140","I.2.140.2.3",2.3,0
"I.2.140","I.2.140.2.4",2.4,0
"I.2.140","I.2.140.2.5",2.5,0
"I.2.140","I.2.140.2.6",2.6,0
"I.2.140","I.2.140.2.7",2.7,NA
"I.2.140","I.2.140.3.1",3.1,NA
"I.2.140","I.2.140.3.2",3.2,0
"I.2.140","I.2.140.3.3",3.3,0
"I.2.140","I.2.140.3.4",3.4,0
"I.2.140","I.2.140.3.5",3.5,0
"I.2.140","I.2.140.3.6",3.6,0
"I.2.140","I.2.140.3.7",3.7,NA
"I.2.140","I.2.140.4.1",4.1,NA
"I.2.140","I.2.140.4.2",4.2,0
"I.2.140","I.2.140.4.3",4.3,0
"I.2.140","I.2.140.4.4",4.4,0
"I.2.140","I.2.140.4.5",4.5,0
"I.2.140","I.2.140.4.6",4.6,0
"I.2.140","I.2.140.4.7",4.7,NA
"I.2.140","I.2.140.5.1",5.1,NA
"I.2.140","I.2.140.5.2",5.2,0
"I.2.140","I.2.140.5.3",5.3,0
"I.2.140","I.2.140.5.4",5.4,0
"I.2.140","I.2.140.5.5",5.5,0
"I.2.140","I.2.140.5.6",5.6,0
"I.2.140","I.2.140.5.7",5.7,NA
"I.2.140","I.2.140.6.1",6.1,NA
"I.2.140","I.2.140.6.2",6.2,0
"I.2.140","I.2.140.6.3",6.3,1
"I.2.140","I.2.140.6.4",6.4,1
"I.2.140","I.2.140.6.5",6.5,1
"I.2.140","I.2.140.6.6",6.6,0
"I.2.140","I.2.140.6.7",6.7,NA
"I.2.140","I.2.140.7.1",7.1,NA
"I.2.140","I.2.140.7.2",7.2,NA
"I.2.140","I.2.140.7.3",7.3,NA
"I.2.140","I.2.140.7.4",7.4,NA
"I.2.140","I.2.140.7.5",7.5,NA
"I.2.140","I.2.140.7.6",7.6,NA
"I.2.140","I.2.140.7.7",7.7,NA
"I.2.141","I.2.141.1.1",1.1,NA
"I.2.141","I.2.141.1.2",1.2,NA
"I.2.141","I.2.141.1.3",1.3,NA
"I.2.141","I.2.141.1.4",1.4,NA
"I.2.141","I.2.141.1.5",1.5,NA
"I.2.141","I.2.141.1.6",1.6,NA
"I.2.141","I.2.141.1.7",1.7,NA
"I.2.141","I.2.141.2.1",2.1,NA
"I.2.141","I.2.141.2.2",2.2,0
"I.2.141","I.2.141.2.3",2.3,0
"I.2.141","I.2.141.2.4",2.4,0
"I.2.141","I.2.141.2.5",2.5,0
"I.2.141","I.2.141.2.6",2.6,0
"I.2.141","I.2.141.2.7",2.7,NA
"I.2.141","I.2.141.3.1",3.1,NA
"I.2.141","I.2.141.3.2",3.2,0
"I.2.141","I.2.141.3.3",3.3,0
"I.2.141","I.2.141.3.4",3.4,0
"I.2.141","I.2.141.3.5",3.5,0
"I.2.141","I.2.141.3.6",3.6,0
"I.2.141","I.2.141.3.7",3.7,NA
"I.2.141","I.2.141.4.1",4.1,NA
"I.2.141","I.2.141.4.2",4.2,0
"I.2.141","I.2.141.4.3",4.3,0
"I.2.141","I.2.141.4.4",4.4,0
"I.2.141","I.2.141.4.5",4.5,0
"I.2.141","I.2.141.4.6",4.6,0
"I.2.141","I.2.141.4.7",4.7,NA
"I.2.141","I.2.141.5.1",5.1,NA
"I.2.141","I.2.141.5.2",5.2,0
"I.2.141","I.2.141.5.3",5.3,0
"I.2.141","I.2.141.5.4",5.4,0
"I.2.141","I.2.141.5.5",5.5,0
"I.2.141","I.2.141.5.6",5.6,0
"I.2.141","I.2.141.5.7",5.7,NA
"I.2.141","I.2.141.6.1",6.1,NA
"I.2.141","I.2.141.6.2",6.2,0
"I.2.141","I.2.141.6.3",6.3,0
"I.2.141","I.2.141.6.4",6.4,0
"I.2.141","I.2.141.6.5",6.5,0
"I.2.141","I.2.141.6.6",6.6,0
"I.2.141","I.2.141.6.7",6.7,NA
"I.2.141","I.2.141.7.1",7.1,NA
"I.2.141","I.2.141.7.2",7.2,NA
"I.2.141","I.2.141.7.3",7.3,NA
"I.2.141","I.2.141.7.4",7.4,NA
"I.2.141","I.2.141.7.5",7.5,NA
"I.2.141","I.2.141.7.6",7.6,NA
"I.2.141","I.2.141.7.7",7.7,NA
"I.2.142","I.2.142.1.1",1.1,NA
"I.2.142","I.2.142.1.2",1.2,NA
"I.2.142","I.2.142.1.3",1.3,NA
"I.2.142","I.2.142.1.4",1.4,NA
"I.2.142","I.2.142.1.5",1.5,NA
"I.2.142","I.2.142.1.6",1.6,NA
"I.2.142","I.2.142.1.7",1.7,NA
"I.2.142","I.2.142.2.1",2.1,NA
"I.2.142","I.2.142.2.2",2.2,0
"I.2.142","I.2.142.2.3",2.3,0
"I.2.142","I.2.142.2.4",2.4,0
"I.2.142","I.2.142.2.5",2.5,0
"I.2.142","I.2.142.2.6",2.6,0
"I.2.142","I.2.142.2.7",2.7,NA
"I.2.142","I.2.142.3.1",3.1,NA
"I.2.142","I.2.142.3.2",3.2,0
"I.2.142","I.2.142.3.3",3.3,0
"I.2.142","I.2.142.3.4",3.4,0
"I.2.142","I.2.142.3.5",3.5,0
"I.2.142","I.2.142.3.6",3.6,0
"I.2.142","I.2.142.3.7",3.7,NA
"I.2.142","I.2.142.4.1",4.1,NA
"I.2.142","I.2.142.4.2",4.2,0
"I.2.142","I.2.142.4.3",4.3,0
"I.2.142","I.2.142.4.4",4.4,0
"I.2.142","I.2.142.4.5",4.5,0
"I.2.142","I.2.142.4.6",4.6,0
"I.2.142","I.2.142.4.7",4.7,NA
"I.2.142","I.2.142.5.1",5.1,NA
"I.2.142","I.2.142.5.2",5.2,0
"I.2.142","I.2.142.5.3",5.3,0
"I.2.142","I.2.142.5.4",5.4,0
"I.2.142","I.2.142.5.5",5.5,0
"I.2.142","I.2.142.5.6",5.6,0
"I.2.142","I.2.142.5.7",5.7,NA
"I.2.142","I.2.142.6.1",6.1,NA
"I.2.142","I.2.142.6.2",6.2,0
"I.2.142","I.2.142.6.3",6.3,0
"I.2.142","I.2.142.6.4",6.4,0
"I.2.142","I.2.142.6.5",6.5,0
"I.2.142","I.2.142.6.6",6.6,0
"I.2.142","I.2.142.6.7",6.7,NA
"I.2.142","I.2.142.7.1",7.1,NA
"I.2.142","I.2.142.7.2",7.2,NA
"I.2.142","I.2.142.7.3",7.3,NA
"I.2.142","I.2.142.7.4",7.4,NA
"I.2.142","I.2.142.7.5",7.5,NA
"I.2.142","I.2.142.7.6",7.6,NA
"I.2.142","I.2.142.7.7",7.7,NA
"I.2.143","I.2.143.1.1",1.1,NA
"I.2.143","I.2.143.1.2",1.2,NA
"I.2.143","I.2.143.1.3",1.3,NA
"I.2.143","I.2.143.1.4",1.4,NA
"I.2.143","I.2.143.1.5",1.5,NA
"I.2.143","I.2.143.1.6",1.6,NA
"I.2.143","I.2.143.1.7",1.7,NA
"I.2.143","I.2.143.2.1",2.1,NA
"I.2.143","I.2.143.2.2",2.2,0
"I.2.143","I.2.143.2.3",2.3,0
"I.2.143","I.2.143.2.4",2.4,0
"I.2.143","I.2.143.2.5",2.5,0
"I.2.143","I.2.143.2.6",2.6,0
"I.2.143","I.2.143.2.7",2.7,NA
"I.2.143","I.2.143.3.1",3.1,NA
"I.2.143","I.2.143.3.2",3.2,0
"I.2.143","I.2.143.3.3",3.3,0
"I.2.143","I.2.143.3.4",3.4,0
"I.2.143","I.2.143.3.5",3.5,0
"I.2.143","I.2.143.3.6",3.6,0
"I.2.143","I.2.143.3.7",3.7,NA
"I.2.143","I.2.143.4.1",4.1,NA
"I.2.143","I.2.143.4.2",4.2,0
"I.2.143","I.2.143.4.3",4.3,0
"I.2.143","I.2.143.4.4",4.4,0
"I.2.143","I.2.143.4.5",4.5,0
"I.2.143","I.2.143.4.6",4.6,0
"I.2.143","I.2.143.4.7",4.7,NA
"I.2.143","I.2.143.5.1",5.1,NA
"I.2.143","I.2.143.5.2",5.2,0
"I.2.143","I.2.143.5.3",5.3,0
"I.2.143","I.2.143.5.4",5.4,0
"I.2.143","I.2.143.5.5",5.5,0
"I.2.143","I.2.143.5.6",5.6,0
"I.2.143","I.2.143.5.7",5.7,NA
"I.2.143","I.2.143.6.1",6.1,NA
"I.2.143","I.2.143.6.2",6.2,0
"I.2.143","I.2.143.6.3",6.3,0
"I.2.143","I.2.143.6.4",6.4,0
"I.2.143","I.2.143.6.5",6.5,0
"I.2.143","I.2.143.6.6",6.6,0
"I.2.143","I.2.143.6.7",6.7,NA
"I.2.143","I.2.143.7.1",7.1,NA
"I.2.143","I.2.143.7.2",7.2,NA
"I.2.143","I.2.143.7.3",7.3,NA
"I.2.143","I.2.143.7.4",7.4,NA
"I.2.143","I.2.143.7.5",7.5,NA
"I.2.143","I.2.143.7.6",7.6,NA
"I.2.143","I.2.143.7.7",7.7,NA
"I.2.144","I.2.144.1.1",1.1,NA
"I.2.144","I.2.144.1.2",1.2,NA
"I.2.144","I.2.144.1.3",1.3,NA
"I.2.144","I.2.144.1.4",1.4,NA
"I.2.144","I.2.144.1.5",1.5,NA
"I.2.144","I.2.144.1.6",1.6,NA
"I.2.144","I.2.144.1.7",1.7,NA
"I.2.144","I.2.144.2.1",2.1,NA
"I.2.144","I.2.144.2.2",2.2,0
"I.2.144","I.2.144.2.3",2.3,0
"I.2.144","I.2.144.2.4",2.4,0
"I.2.144","I.2.144.2.5",2.5,0
"I.2.144","I.2.144.2.6",2.6,0
"I.2.144","I.2.144.2.7",2.7,NA
"I.2.144","I.2.144.3.1",3.1,NA
"I.2.144","I.2.144.3.2",3.2,0
"I.2.144","I.2.144.3.3",3.3,0
"I.2.144","I.2.144.3.4",3.4,0
"I.2.144","I.2.144.3.5",3.5,0
"I.2.144","I.2.144.3.6",3.6,0
"I.2.144","I.2.144.3.7",3.7,NA
"I.2.144","I.2.144.4.1",4.1,NA
"I.2.144","I.2.144.4.2",4.2,0
"I.2.144","I.2.144.4.3",4.3,0
"I.2.144","I.2.144.4.4",4.4,0
"I.2.144","I.2.144.4.5",4.5,0
"I.2.144","I.2.144.4.6",4.6,0
"I.2.144","I.2.144.4.7",4.7,NA
"I.2.144","I.2.144.5.1",5.1,NA
"I.2.144","I.2.144.5.2",5.2,0
"I.2.144","I.2.144.5.3",5.3,0
"I.2.144","I.2.144.5.4",5.4,0
"I.2.144","I.2.144.5.5",5.5,0
"I.2.144","I.2.144.5.6",5.6,0
"I.2.144","I.2.144.5.7",5.7,NA
"I.2.144","I.2.144.6.1",6.1,NA
"I.2.144","I.2.144.6.2",6.2,0
"I.2.144","I.2.144.6.3",6.3,0
"I.2.144","I.2.144.6.4",6.4,0
"I.2.144","I.2.144.6.5",6.5,0
"I.2.144","I.2.144.6.6",6.6,0
"I.2.144","I.2.144.6.7",6.7,NA
"I.2.144","I.2.144.7.1",7.1,NA
"I.2.144","I.2.144.7.2",7.2,NA
"I.2.144","I.2.144.7.3",7.3,NA
"I.2.144","I.2.144.7.4",7.4,NA
"I.2.144","I.2.144.7.5",7.5,NA
"I.2.144","I.2.144.7.6",7.6,NA
"I.2.144","I.2.144.7.7",7.7,NA
"I.2.145","I.2.145.1.1",1.1,NA
"I.2.145","I.2.145.1.2",1.2,NA
"I.2.145","I.2.145.1.3",1.3,NA
"I.2.145","I.2.145.1.4",1.4,NA
"I.2.145","I.2.145.1.5",1.5,NA
"I.2.145","I.2.145.1.6",1.6,NA
"I.2.145","I.2.145.1.7",1.7,NA
"I.2.145","I.2.145.2.1",2.1,NA
"I.2.145","I.2.145.2.2",2.2,0
"I.2.145","I.2.145.2.3",2.3,0
"I.2.145","I.2.145.2.4",2.4,0
"I.2.145","I.2.145.2.5",2.5,0
"I.2.145","I.2.145.2.6",2.6,0
"I.2.145","I.2.145.2.7",2.7,NA
"I.2.145","I.2.145.3.1",3.1,NA
"I.2.145","I.2.145.3.2",3.2,0
"I.2.145","I.2.145.3.3",3.3,0
"I.2.145","I.2.145.3.4",3.4,0
"I.2.145","I.2.145.3.5",3.5,0
"I.2.145","I.2.145.3.6",3.6,0
"I.2.145","I.2.145.3.7",3.7,NA
"I.2.145","I.2.145.4.1",4.1,NA
"I.2.145","I.2.145.4.2",4.2,0
"I.2.145","I.2.145.4.3",4.3,0
"I.2.145","I.2.145.4.4",4.4,0
"I.2.145","I.2.145.4.5",4.5,0
"I.2.145","I.2.145.4.6",4.6,0
"I.2.145","I.2.145.4.7",4.7,NA
"I.2.145","I.2.145.5.1",5.1,NA
"I.2.145","I.2.145.5.2",5.2,0
"I.2.145","I.2.145.5.3",5.3,0
"I.2.145","I.2.145.5.4",5.4,0
"I.2.145","I.2.145.5.5",5.5,0
"I.2.145","I.2.145.5.6",5.6,0
"I.2.145","I.2.145.5.7",5.7,NA
"I.2.145","I.2.145.6.1",6.1,NA
"I.2.145","I.2.145.6.2",6.2,0
"I.2.145","I.2.145.6.3",6.3,0
"I.2.145","I.2.145.6.4",6.4,0
"I.2.145","I.2.145.6.5",6.5,0
"I.2.145","I.2.145.6.6",6.6,0
"I.2.145","I.2.145.6.7",6.7,NA
"I.2.145","I.2.145.7.1",7.1,NA
"I.2.145","I.2.145.7.2",7.2,NA
"I.2.145","I.2.145.7.3",7.3,NA
"I.2.145","I.2.145.7.4",7.4,NA
"I.2.145","I.2.145.7.5",7.5,NA
"I.2.145","I.2.145.7.6",7.6,NA
"I.2.145","I.2.145.7.7",7.7,NA
"I.2.146","I.2.146.1.1",1.1,NA
"I.2.146","I.2.146.1.2",1.2,NA
"I.2.146","I.2.146.1.3",1.3,NA
"I.2.146","I.2.146.1.4",1.4,NA
"I.2.146","I.2.146.1.5",1.5,NA
"I.2.146","I.2.146.1.6",1.6,NA
"I.2.146","I.2.146.1.7",1.7,NA
"I.2.146","I.2.146.2.1",2.1,NA
"I.2.146","I.2.146.2.2",2.2,0
"I.2.146","I.2.146.2.3",2.3,0
"I.2.146","I.2.146.2.4",2.4,0
"I.2.146","I.2.146.2.5",2.5,0
"I.2.146","I.2.146.2.6",2.6,0
"I.2.146","I.2.146.2.7",2.7,NA
"I.2.146","I.2.146.3.1",3.1,NA
"I.2.146","I.2.146.3.2",3.2,0
"I.2.146","I.2.146.3.3",3.3,0
"I.2.146","I.2.146.3.4",3.4,0
"I.2.146","I.2.146.3.5",3.5,0
"I.2.146","I.2.146.3.6",3.6,0
"I.2.146","I.2.146.3.7",3.7,NA
"I.2.146","I.2.146.4.1",4.1,NA
"I.2.146","I.2.146.4.2",4.2,0
"I.2.146","I.2.146.4.3",4.3,0
"I.2.146","I.2.146.4.4",4.4,0
"I.2.146","I.2.146.4.5",4.5,0
"I.2.146","I.2.146.4.6",4.6,0
"I.2.146","I.2.146.4.7",4.7,NA
"I.2.146","I.2.146.5.1",5.1,NA
"I.2.146","I.2.146.5.2",5.2,0
"I.2.146","I.2.146.5.3",5.3,0
"I.2.146","I.2.146.5.4",5.4,0
"I.2.146","I.2.146.5.5",5.5,0
"I.2.146","I.2.146.5.6",5.6,0
"I.2.146","I.2.146.5.7",5.7,NA
"I.2.146","I.2.146.6.1",6.1,NA
"I.2.146","I.2.146.6.2",6.2,0
"I.2.146","I.2.146.6.3",6.3,0
"I.2.146","I.2.146.6.4",6.4,0
"I.2.146","I.2.146.6.5",6.5,0
"I.2.146","I.2.146.6.6",6.6,0
"I.2.146","I.2.146.6.7",6.7,NA
"I.2.146","I.2.146.7.1",7.1,NA
"I.2.146","I.2.146.7.2",7.2,NA
"I.2.146","I.2.146.7.3",7.3,NA
"I.2.146","I.2.146.7.4",7.4,NA
"I.2.146","I.2.146.7.5",7.5,NA
"I.2.146","I.2.146.7.6",7.6,NA
"I.2.146","I.2.146.7.7",7.7,NA
"I.2.147","I.2.147.1.1",1.1,NA
"I.2.147","I.2.147.1.2",1.2,NA
"I.2.147","I.2.147.1.3",1.3,NA
"I.2.147","I.2.147.1.4",1.4,NA
"I.2.147","I.2.147.1.5",1.5,NA
"I.2.147","I.2.147.1.6",1.6,NA
"I.2.147","I.2.147.1.7",1.7,NA
"I.2.147","I.2.147.2.1",2.1,NA
"I.2.147","I.2.147.2.2",2.2,0
"I.2.147","I.2.147.2.3",2.3,0
"I.2.147","I.2.147.2.4",2.4,0
"I.2.147","I.2.147.2.5",2.5,0
"I.2.147","I.2.147.2.6",2.6,0
"I.2.147","I.2.147.2.7",2.7,NA
"I.2.147","I.2.147.3.1",3.1,NA
"I.2.147","I.2.147.3.2",3.2,0
"I.2.147","I.2.147.3.3",3.3,0
"I.2.147","I.2.147.3.4",3.4,0
"I.2.147","I.2.147.3.5",3.5,0
"I.2.147","I.2.147.3.6",3.6,0
"I.2.147","I.2.147.3.7",3.7,NA
"I.2.147","I.2.147.4.1",4.1,NA
"I.2.147","I.2.147.4.2",4.2,0
"I.2.147","I.2.147.4.3",4.3,0
"I.2.147","I.2.147.4.4",4.4,0
"I.2.147","I.2.147.4.5",4.5,0
"I.2.147","I.2.147.4.6",4.6,0
"I.2.147","I.2.147.4.7",4.7,NA
"I.2.147","I.2.147.5.1",5.1,NA
"I.2.147","I.2.147.5.2",5.2,0
"I.2.147","I.2.147.5.3",5.3,0
"I.2.147","I.2.147.5.4",5.4,0
"I.2.147","I.2.147.5.5",5.5,0
"I.2.147","I.2.147.5.6",5.6,0
"I.2.147","I.2.147.5.7",5.7,NA
"I.2.147","I.2.147.6.1",6.1,NA
"I.2.147","I.2.147.6.2",6.2,0
"I.2.147","I.2.147.6.3",6.3,0
"I.2.147","I.2.147.6.4",6.4,0
"I.2.147","I.2.147.6.5",6.5,0
"I.2.147","I.2.147.6.6",6.6,0
"I.2.147","I.2.147.6.7",6.7,NA
"I.2.147","I.2.147.7.1",7.1,NA
"I.2.147","I.2.147.7.2",7.2,NA
"I.2.147","I.2.147.7.3",7.3,NA
"I.2.147","I.2.147.7.4",7.4,NA
"I.2.147","I.2.147.7.5",7.5,NA
"I.2.147","I.2.147.7.6",7.6,NA
"I.2.147","I.2.147.7.7",7.7,NA
"I.2.148","I.2.148.1.1",1.1,NA
"I.2.148","I.2.148.1.2",1.2,NA
"I.2.148","I.2.148.1.3",1.3,NA
"I.2.148","I.2.148.1.4",1.4,NA
"I.2.148","I.2.148.1.5",1.5,NA
"I.2.148","I.2.148.1.6",1.6,NA
"I.2.148","I.2.148.1.7",1.7,NA
"I.2.148","I.2.148.2.1",2.1,NA
"I.2.148","I.2.148.2.2",2.2,0
"I.2.148","I.2.148.2.3",2.3,0
"I.2.148","I.2.148.2.4",2.4,0
"I.2.148","I.2.148.2.5",2.5,0
"I.2.148","I.2.148.2.6",2.6,0
"I.2.148","I.2.148.2.7",2.7,NA
"I.2.148","I.2.148.3.1",3.1,NA
"I.2.148","I.2.148.3.2",3.2,0
"I.2.148","I.2.148.3.3",3.3,0
"I.2.148","I.2.148.3.4",3.4,0
"I.2.148","I.2.148.3.5",3.5,0
"I.2.148","I.2.148.3.6",3.6,0
"I.2.148","I.2.148.3.7",3.7,NA
"I.2.148","I.2.148.4.1",4.1,NA
"I.2.148","I.2.148.4.2",4.2,0
"I.2.148","I.2.148.4.3",4.3,0
"I.2.148","I.2.148.4.4",4.4,0
"I.2.148","I.2.148.4.5",4.5,0
"I.2.148","I.2.148.4.6",4.6,0
"I.2.148","I.2.148.4.7",4.7,NA
"I.2.148","I.2.148.5.1",5.1,NA
"I.2.148","I.2.148.5.2",5.2,0
"I.2.148","I.2.148.5.3",5.3,0
"I.2.148","I.2.148.5.4",5.4,0
"I.2.148","I.2.148.5.5",5.5,0
"I.2.148","I.2.148.5.6",5.6,0
"I.2.148","I.2.148.5.7",5.7,NA
"I.2.148","I.2.148.6.1",6.1,NA
"I.2.148","I.2.148.6.2",6.2,0
"I.2.148","I.2.148.6.3",6.3,0
"I.2.148","I.2.148.6.4",6.4,0
"I.2.148","I.2.148.6.5",6.5,0
"I.2.148","I.2.148.6.6",6.6,0
"I.2.148","I.2.148.6.7",6.7,NA
"I.2.148","I.2.148.7.1",7.1,NA
"I.2.148","I.2.148.7.2",7.2,NA
"I.2.148","I.2.148.7.3",7.3,NA
"I.2.148","I.2.148.7.4",7.4,NA
"I.2.148","I.2.148.7.5",7.5,NA
"I.2.148","I.2.148.7.6",7.6,NA
"I.2.148","I.2.148.7.7",7.7,NA
"I.2.149","I.2.149.1.1",1.1,NA
"I.2.149","I.2.149.1.2",1.2,NA
"I.2.149","I.2.149.1.3",1.3,NA
"I.2.149","I.2.149.1.4",1.4,NA
"I.2.149","I.2.149.1.5",1.5,NA
"I.2.149","I.2.149.1.6",1.6,NA
"I.2.149","I.2.149.1.7",1.7,NA
"I.2.149","I.2.149.2.1",2.1,NA
"I.2.149","I.2.149.2.2",2.2,0
"I.2.149","I.2.149.2.3",2.3,0
"I.2.149","I.2.149.2.4",2.4,0
"I.2.149","I.2.149.2.5",2.5,0
"I.2.149","I.2.149.2.6",2.6,0
"I.2.149","I.2.149.2.7",2.7,NA
"I.2.149","I.2.149.3.1",3.1,NA
"I.2.149","I.2.149.3.2",3.2,0
"I.2.149","I.2.149.3.3",3.3,0
"I.2.149","I.2.149.3.4",3.4,0
"I.2.149","I.2.149.3.5",3.5,0
"I.2.149","I.2.149.3.6",3.6,0
"I.2.149","I.2.149.3.7",3.7,NA
"I.2.149","I.2.149.4.1",4.1,NA
"I.2.149","I.2.149.4.2",4.2,0
"I.2.149","I.2.149.4.3",4.3,0
"I.2.149","I.2.149.4.4",4.4,0
"I.2.149","I.2.149.4.5",4.5,0
"I.2.149","I.2.149.4.6",4.6,0
"I.2.149","I.2.149.4.7",4.7,NA
"I.2.149","I.2.149.5.1",5.1,NA
"I.2.149","I.2.149.5.2",5.2,0
"I.2.149","I.2.149.5.3",5.3,0
"I.2.149","I.2.149.5.4",5.4,0
"I.2.149","I.2.149.5.5",5.5,0
"I.2.149","I.2.149.5.6",5.6,0
"I.2.149","I.2.149.5.7",5.7,NA
"I.2.149","I.2.149.6.1",6.1,NA
"I.2.149","I.2.149.6.2",6.2,0
"I.2.149","I.2.149.6.3",6.3,0
"I.2.149","I.2.149.6.4",6.4,0
"I.2.149","I.2.149.6.5",6.5,0
"I.2.149","I.2.149.6.6",6.6,0
"I.2.149","I.2.149.6.7",6.7,NA
"I.2.149","I.2.149.7.1",7.1,NA
"I.2.149","I.2.149.7.2",7.2,NA
"I.2.149","I.2.149.7.3",7.3,NA
"I.2.149","I.2.149.7.4",7.4,NA
"I.2.149","I.2.149.7.5",7.5,NA
"I.2.149","I.2.149.7.6",7.6,NA
"I.2.149","I.2.149.7.7",7.7,NA
"I.2.150","I.2.150.1.1",1.1,NA
"I.2.150","I.2.150.1.2",1.2,NA
"I.2.150","I.2.150.1.3",1.3,NA
"I.2.150","I.2.150.1.4",1.4,NA
"I.2.150","I.2.150.1.5",1.5,NA
"I.2.150","I.2.150.1.6",1.6,NA
"I.2.150","I.2.150.1.7",1.7,NA
"I.2.150","I.2.150.2.1",2.1,NA
"I.2.150","I.2.150.2.2",2.2,0
"I.2.150","I.2.150.2.3",2.3,0
"I.2.150","I.2.150.2.4",2.4,0
"I.2.150","I.2.150.2.5",2.5,0
"I.2.150","I.2.150.2.6",2.6,0
"I.2.150","I.2.150.2.7",2.7,NA
"I.2.150","I.2.150.3.1",3.1,NA
"I.2.150","I.2.150.3.2",3.2,0
"I.2.150","I.2.150.3.3",3.3,0
"I.2.150","I.2.150.3.4",3.4,0
"I.2.150","I.2.150.3.5",3.5,0
"I.2.150","I.2.150.3.6",3.6,0
"I.2.150","I.2.150.3.7",3.7,NA
"I.2.150","I.2.150.4.1",4.1,NA
"I.2.150","I.2.150.4.2",4.2,0
"I.2.150","I.2.150.4.3",4.3,0
"I.2.150","I.2.150.4.4",4.4,0
"I.2.150","I.2.150.4.5",4.5,0
"I.2.150","I.2.150.4.6",4.6,0
"I.2.150","I.2.150.4.7",4.7,NA
"I.2.150","I.2.150.5.1",5.1,NA
"I.2.150","I.2.150.5.2",5.2,0
"I.2.150","I.2.150.5.3",5.3,0
"I.2.150","I.2.150.5.4",5.4,0
"I.2.150","I.2.150.5.5",5.5,0
"I.2.150","I.2.150.5.6",5.6,0
"I.2.150","I.2.150.5.7",5.7,NA
"I.2.150","I.2.150.6.1",6.1,NA
"I.2.150","I.2.150.6.2",6.2,0
"I.2.150","I.2.150.6.3",6.3,0
"I.2.150","I.2.150.6.4",6.4,0
"I.2.150","I.2.150.6.5",6.5,0
"I.2.150","I.2.150.6.6",6.6,0
"I.2.150","I.2.150.6.7",6.7,NA
"I.2.150","I.2.150.7.1",7.1,NA
"I.2.150","I.2.150.7.2",7.2,NA
"I.2.150","I.2.150.7.3",7.3,NA
"I.2.150","I.2.150.7.4",7.4,NA
"I.2.150","I.2.150.7.5",7.5,NA
"I.2.150","I.2.150.7.6",7.6,NA
"I.2.150","I.2.150.7.7",7.7,NA
"I.2.151","I.2.151.1.1",1.1,NA
"I.2.151","I.2.151.1.2",1.2,NA
"I.2.151","I.2.151.1.3",1.3,NA
"I.2.151","I.2.151.1.4",1.4,NA
"I.2.151","I.2.151.1.5",1.5,NA
"I.2.151","I.2.151.1.6",1.6,NA
"I.2.151","I.2.151.1.7",1.7,NA
"I.2.151","I.2.151.2.1",2.1,NA
"I.2.151","I.2.151.2.2",2.2,0
"I.2.151","I.2.151.2.3",2.3,0
"I.2.151","I.2.151.2.4",2.4,0
"I.2.151","I.2.151.2.5",2.5,0
"I.2.151","I.2.151.2.6",2.6,0
"I.2.151","I.2.151.2.7",2.7,NA
"I.2.151","I.2.151.3.1",3.1,NA
"I.2.151","I.2.151.3.2",3.2,0
"I.2.151","I.2.151.3.3",3.3,0
"I.2.151","I.2.151.3.4",3.4,0
"I.2.151","I.2.151.3.5",3.5,0
"I.2.151","I.2.151.3.6",3.6,0
"I.2.151","I.2.151.3.7",3.7,NA
"I.2.151","I.2.151.4.1",4.1,NA
"I.2.151","I.2.151.4.2",4.2,0
"I.2.151","I.2.151.4.3",4.3,0
"I.2.151","I.2.151.4.4",4.4,0
"I.2.151","I.2.151.4.5",4.5,0
"I.2.151","I.2.151.4.6",4.6,0
"I.2.151","I.2.151.4.7",4.7,NA
"I.2.151","I.2.151.5.1",5.1,NA
"I.2.151","I.2.151.5.2",5.2,0
"I.2.151","I.2.151.5.3",5.3,0
"I.2.151","I.2.151.5.4",5.4,0
"I.2.151","I.2.151.5.5",5.5,0
"I.2.151","I.2.151.5.6",5.6,0
"I.2.151","I.2.151.5.7",5.7,NA
"I.2.151","I.2.151.6.1",6.1,NA
"I.2.151","I.2.151.6.2",6.2,0
"I.2.151","I.2.151.6.3",6.3,0
"I.2.151","I.2.151.6.4",6.4,0
"I.2.151","I.2.151.6.5",6.5,0
"I.2.151","I.2.151.6.6",6.6,0
"I.2.151","I.2.151.6.7",6.7,NA
"I.2.151","I.2.151.7.1",7.1,NA
