"plot_cn","tree_cn","tree","beetles_neigh"
"I.2.127","I.2.127.5.3",5.3,0
"I.2.127","I.2.127.5.4",5.4,0
"I.2.127","I.2.127.5.5",5.5,0
"I.2.127","I.2.127.5.6",5.6,0
"I.2.127","I.2.127.5.7",5.7,NA
"I.2.127","I.2.127.6.1",6.1,NA
"I.2.127","I.2.127.6.2",6.2,0
"I.2.127","I.2.127.6.3",6.3,0
"I.2.127","I.2.127.6.4",6.4,0
"I.2.127","I.2.127.6.5",6.5,0
"I.2.127","I.2.127.6.6",6.6,0
"I.2.127","I.2.127.6.7",6.7,NA
"I.2.127","I.2.127.7.1",7.1,NA
"I.2.127","I.2.127.7.2",7.2,NA
"I.2.127","I.2.127.7.3",7.3,NA
"I.2.127","I.2.127.7.4",7.4,NA
"I.2.127","I.2.127.7.5",7.5,NA
"I.2.127","I.2.127.7.6",7.6,NA
"I.2.127","I.2.127.7.7",7.7,NA
"I.2.128","I.2.128.1.1",1.1,NA
"I.2.128","I.2.128.1.2",1.2,NA
"I.2.128","I.2.128.1.3",1.3,NA
"I.2.128","I.2.128.1.4",1.4,NA
"I.2.128","I.2.128.1.5",1.5,NA
"I.2.128","I.2.128.1.6",1.6,NA
"I.2.128","I.2.128.1.7",1.7,NA
"I.2.128","I.2.128.2.1",2.1,NA
"I.2.128","I.2.128.2.2",2.2,0
"I.2.128","I.2.128.2.3",2.3,0
"I.2.128","I.2.128.2.4",2.4,0
"I.2.128","I.2.128.2.5",2.5,0
"I.2.128","I.2.128.2.6",2.6,0
"I.2.128","I.2.128.2.7",2.7,NA
"I.2.128","I.2.128.3.1",3.1,NA
"I.2.128","I.2.128.3.2",3.2,0
"I.2.128","I.2.128.3.3",3.3,0
"I.2.128","I.2.128.3.4",3.4,0
"I.2.128","I.2.128.3.5",3.5,0
"I.2.128","I.2.128.3.6",3.6,0
"I.2.128","I.2.128.3.7",3.7,NA
"I.2.128","I.2.128.4.1",4.1,NA
"I.2.128","I.2.128.4.2",4.2,0
"I.2.128","I.2.128.4.3",4.3,0
"I.2.128","I.2.128.4.4",4.4,0
"I.2.128","I.2.128.4.5",4.5,0
"I.2.128","I.2.128.4.6",4.6,0
"I.2.128","I.2.128.4.7",4.7,NA
"I.2.128","I.2.128.5.1",5.1,NA
"I.2.128","I.2.128.5.2",5.2,0
"I.2.128","I.2.128.5.3",5.3,0
"I.2.128","I.2.128.5.4",5.4,0
"I.2.128","I.2.128.5.5",5.5,0
"I.2.128","I.2.128.5.6",5.6,0
"I.2.128","I.2.128.5.7",5.7,NA
"I.2.128","I.2.128.6.1",6.1,NA
"I.2.128","I.2.128.6.2",6.2,0
"I.2.128","I.2.128.6.3",6.3,0
"I.2.128","I.2.128.6.4",6.4,0
"I.2.128","I.2.128.6.5",6.5,0
"I.2.128","I.2.128.6.6",6.6,0
"I.2.128","I.2.128.6.7",6.7,NA
"I.2.128","I.2.128.7.1",7.1,NA
"I.2.128","I.2.128.7.2",7.2,NA
"I.2.128","I.2.128.7.3",7.3,NA
"I.2.128","I.2.128.7.4",7.4,NA
"I.2.128","I.2.128.7.5",7.5,NA
"I.2.128","I.2.128.7.6",7.6,NA
"I.2.128","I.2.128.7.7",7.7,NA
"I.2.129","I.2.129.1.1",1.1,NA
"I.2.129","I.2.129.1.2",1.2,NA
"I.2.129","I.2.129.1.3",1.3,NA
"I.2.129","I.2.129.1.4",1.4,NA
"I.2.129","I.2.129.1.5",1.5,NA
"I.2.129","I.2.129.1.6",1.6,NA
"I.2.129","I.2.129.1.7",1.7,NA
"I.2.129","I.2.129.2.1",2.1,NA
"I.2.129","I.2.129.2.2",2.2,0
"I.2.129","I.2.129.2.3",2.3,0
"I.2.129","I.2.129.2.4",2.4,0
"I.2.129","I.2.129.2.5",2.5,0
"I.2.129","I.2.129.2.6",2.6,0
"I.2.129","I.2.129.2.7",2.7,NA
"I.2.129","I.2.129.3.1",3.1,NA
"I.2.129","I.2.129.3.2",3.2,0
"I.2.129","I.2.129.3.3",3.3,0
"I.2.129","I.2.129.3.4",3.4,0
"I.2.129","I.2.129.3.5",3.5,0
"I.2.129","I.2.129.3.6",3.6,0
"I.2.129","I.2.129.3.7",3.7,NA
"I.2.129","I.2.129.4.1",4.1,NA
"I.2.129","I.2.129.4.2",4.2,0
"I.2.129","I.2.129.4.3",4.3,0
"I.2.129","I.2.129.4.4",4.4,0
"I.2.129","I.2.129.4.5",4.5,0
"I.2.129","I.2.129.4.6",4.6,0
"I.2.129","I.2.129.4.7",4.7,NA
"I.2.129","I.2.129.5.1",5.1,NA
"I.2.129","I.2.129.5.2",5.2,0
"I.2.129","I.2.129.5.3",5.3,0
"I.2.129","I.2.129.5.4",5.4,0
"I.2.129","I.2.129.5.5",5.5,0
"I.2.129","I.2.129.5.6",5.6,0
"I.2.129","I.2.129.5.7",5.7,NA
"I.2.129","I.2.129.6.1",6.1,NA
"I.2.129","I.2.129.6.2",6.2,0
"I.2.129","I.2.129.6.3",6.3,0
"I.2.129","I.2.129.6.4",6.4,0
"I.2.129","I.2.129.6.5",6.5,0
"I.2.129","I.2.129.6.6",6.6,0
"I.2.129","I.2.129.6.7",6.7,NA
"I.2.129","I.2.129.7.1",7.1,NA
"I.2.129","I.2.129.7.2",7.2,NA
"I.2.129","I.2.129.7.3",7.3,NA
"I.2.129","I.2.129.7.4",7.4,NA
"I.2.129","I.2.129.7.5",7.5,NA
"I.2.129","I.2.129.7.6",7.6,NA
"I.2.129","I.2.129.7.7",7.7,NA
"I.2.130","I.2.130.1.1",1.1,NA
"I.2.130","I.2.130.1.2",1.2,NA
"I.2.130","I.2.130.1.3",1.3,NA
"I.2.130","I.2.130.1.4",1.4,NA
"I.2.130","I.2.130.1.5",1.5,NA
"I.2.130","I.2.130.1.6",1.6,NA
"I.2.130","I.2.130.1.7",1.7,NA
"I.2.130","I.2.130.2.1",2.1,NA
"I.2.130","I.2.130.2.2",2.2,0
"I.2.130","I.2.130.2.3",2.3,0
"I.2.130","I.2.130.2.4",2.4,0
"I.2.130","I.2.130.2.5",2.5,0
"I.2.130","I.2.130.2.6",2.6,0
"I.2.130","I.2.130.2.7",2.7,NA
"I.2.130","I.2.130.3.1",3.1,NA
"I.2.130","I.2.130.3.2",3.2,0
"I.2.130","I.2.130.3.3",3.3,0
"I.2.130","I.2.130.3.4",3.4,0
"I.2.130","I.2.130.3.5",3.5,0
"I.2.130","I.2.130.3.6",3.6,0
"I.2.130","I.2.130.3.7",3.7,NA
"I.2.130","I.2.130.4.1",4.1,NA
"I.2.130","I.2.130.4.2",4.2,0
"I.2.130","I.2.130.4.3",4.3,0
"I.2.130","I.2.130.4.4",4.4,0
"I.2.130","I.2.130.4.5",4.5,0
"I.2.130","I.2.130.4.6",4.6,0
"I.2.130","I.2.130.4.7",4.7,NA
"I.2.130","I.2.130.5.1",5.1,NA
"I.2.130","I.2.130.5.2",5.2,0
"I.2.130","I.2.130.5.3",5.3,0
"I.2.130","I.2.130.5.4",5.4,0
"I.2.130","I.2.130.5.5",5.5,0
"I.2.130","I.2.130.5.6",5.6,0
"I.2.130","I.2.130.5.7",5.7,NA
"I.2.130","I.2.130.6.1",6.1,NA
"I.2.130","I.2.130.6.2",6.2,0
"I.2.130","I.2.130.6.3",6.3,0
"I.2.130","I.2.130.6.4",6.4,0
"I.2.130","I.2.130.6.5",6.5,0
"I.2.130","I.2.130.6.6",6.6,0
"I.2.130","I.2.130.6.7",6.7,NA
"I.2.130","I.2.130.7.1",7.1,NA
"I.2.130","I.2.130.7.2",7.2,NA
"I.2.130","I.2.130.7.3",7.3,NA
"I.2.130","I.2.130.7.4",7.4,NA
"I.2.130","I.2.130.7.5",7.5,NA
"I.2.130","I.2.130.7.6",7.6,NA
"I.2.130","I.2.130.7.7",7.7,NA
"I.2.131","I.2.131.1.1",1.1,NA
"I.2.131","I.2.131.1.2",1.2,NA
"I.2.131","I.2.131.1.3",1.3,NA
"I.2.131","I.2.131.1.4",1.4,NA
"I.2.131","I.2.131.1.5",1.5,NA
"I.2.131","I.2.131.1.6",1.6,NA
"I.2.131","I.2.131.1.7",1.7,NA
"I.2.131","I.2.131.2.1",2.1,NA
"I.2.131","I.2.131.2.2",2.2,0
"I.2.131","I.2.131.2.3",2.3,0
"I.2.131","I.2.131.2.4",2.4,0
"I.2.131","I.2.131.2.5",2.5,0
"I.2.131","I.2.131.2.6",2.6,0
"I.2.131","I.2.131.2.7",2.7,NA
"I.2.131","I.2.131.3.1",3.1,NA
"I.2.131","I.2.131.3.2",3.2,0
"I.2.131","I.2.131.3.3",3.3,0
"I.2.131","I.2.131.3.4",3.4,0
"I.2.131","I.2.131.3.5",3.5,0
"I.2.131","I.2.131.3.6",3.6,0
"I.2.131","I.2.131.3.7",3.7,NA
"I.2.131","I.2.131.4.1",4.1,NA
"I.2.131","I.2.131.4.2",4.2,0
"I.2.131","I.2.131.4.3",4.3,0
"I.2.131","I.2.131.4.4",4.4,0
"I.2.131","I.2.131.4.5",4.5,0
"I.2.131","I.2.131.4.6",4.6,0
"I.2.131","I.2.131.4.7",4.7,NA
"I.2.131","I.2.131.5.1",5.1,NA
"I.2.131","I.2.131.5.2",5.2,0
"I.2.131","I.2.131.5.3",5.3,0
"I.2.131","I.2.131.5.4",5.4,0
"I.2.131","I.2.131.5.5",5.5,0
"I.2.131","I.2.131.5.6",5.6,0
"I.2.131","I.2.131.5.7",5.7,NA
"I.2.131","I.2.131.6.1",6.1,NA
"I.2.131","I.2.131.6.2",6.2,0
"I.2.131","I.2.131.6.3",6.3,0
"I.2.131","I.2.131.6.4",6.4,0
"I.2.131","I.2.131.6.5",6.5,0
"I.2.131","I.2.131.6.6",6.6,0
"I.2.131","I.2.131.6.7",6.7,NA
"I.2.131","I.2.131.7.1",7.1,NA
"I.2.131","I.2.131.7.2",7.2,NA
"I.2.131","I.2.131.7.3",7.3,NA
"I.2.131","I.2.131.7.4",7.4,NA
"I.2.131","I.2.131.7.5",7.5,NA
"I.2.131","I.2.131.7.6",7.6,NA
"I.2.131","I.2.131.7.7",7.7,NA
"I.2.132","I.2.132.1.1",1.1,NA
"I.2.132","I.2.132.1.2",1.2,NA
"I.2.132","I.2.132.1.3",1.3,NA
"I.2.132","I.2.132.1.4",1.4,NA
"I.2.132","I.2.132.1.5",1.5,NA
"I.2.132","I.2.132.1.6",1.6,NA
"I.2.132","I.2.132.1.7",1.7,NA
"I.2.132","I.2.132.2.1",2.1,NA
"I.2.132","I.2.132.2.2",2.2,0
"I.2.132","I.2.132.2.3",2.3,0
"I.2.132","I.2.132.2.4",2.4,0
"I.2.132","I.2.132.2.5",2.5,0
"I.2.132","I.2.132.2.6",2.6,0
"I.2.132","I.2.132.2.7",2.7,NA
"I.2.132","I.2.132.3.1",3.1,NA
"I.2.132","I.2.132.3.2",3.2,0
"I.2.132","I.2.132.3.3",3.3,0
"I.2.132","I.2.132.3.4",3.4,0
"I.2.132","I.2.132.3.5",3.5,0
"I.2.132","I.2.132.3.6",3.6,0
"I.2.132","I.2.132.3.7",3.7,NA
"I.2.132","I.2.132.4.1",4.1,NA
"I.2.132","I.2.132.4.2",4.2,0
"I.2.132","I.2.132.4.3",4.3,0
"I.2.132","I.2.132.4.4",4.4,0
"I.2.132","I.2.132.4.5",4.5,0
"I.2.132","I.2.132.4.6",4.6,0
"I.2.132","I.2.132.4.7",4.7,NA
"I.2.132","I.2.132.5.1",5.1,NA
"I.2.132","I.2.132.5.2",5.2,0
"I.2.132","I.2.132.5.3",5.3,0
"I.2.132","I.2.132.5.4",5.4,0
"I.2.132","I.2.132.5.5",5.5,0
"I.2.132","I.2.132.5.6",5.6,0
"I.2.132","I.2.132.5.7",5.7,NA
"I.2.132","I.2.132.6.1",6.1,NA
"I.2.132","I.2.132.6.2",6.2,0
"I.2.132","I.2.132.6.3",6.3,0
"I.2.132","I.2.132.6.4",6.4,0
"I.2.132","I.2.132.6.5",6.5,0
"I.2.132","I.2.132.6.6",6.6,0
"I.2.132","I.2.132.6.7",6.7,NA
"I.2.132","I.2.132.7.1",7.1,NA
"I.2.132","I.2.132.7.2",7.2,NA
"I.2.132","I.2.132.7.3",7.3,NA
"I.2.132","I.2.132.7.4",7.4,NA
"I.2.132","I.2.132.7.5",7.5,NA
"I.2.132","I.2.132.7.6",7.6,NA
"I.2.132","I.2.132.7.7",7.7,NA
"I.2.133","I.2.133.1.1",1.1,NA
"I.2.133","I.2.133.1.2",1.2,NA
"I.2.133","I.2.133.1.3",1.3,NA
"I.2.133","I.2.133.1.4",1.4,NA
"I.2.133","I.2.133.1.5",1.5,NA
"I.2.133","I.2.133.1.6",1.6,NA
"I.2.133","I.2.133.1.7",1.7,NA
"I.2.133","I.2.133.2.1",2.1,NA
"I.2.133","I.2.133.2.2",2.2,0
"I.2.133","I.2.133.2.3",2.3,0
"I.2.133","I.2.133.2.4",2.4,0
"I.2.133","I.2.133.2.5",2.5,0
"I.2.133","I.2.133.2.6",2.6,0
"I.2.133","I.2.133.2.7",2.7,NA
"I.2.133","I.2.133.3.1",3.1,NA
"I.2.133","I.2.133.3.2",3.2,0
"I.2.133","I.2.133.3.3",3.3,0
"I.2.133","I.2.133.3.4",3.4,0
"I.2.133","I.2.133.3.5",3.5,0
"I.2.133","I.2.133.3.6",3.6,0
"I.2.133","I.2.133.3.7",3.7,NA
"I.2.133","I.2.133.4.1",4.1,NA
"I.2.133","I.2.133.4.2",4.2,0
"I.2.133","I.2.133.4.3",4.3,0
"I.2.133","I.2.133.4.4",4.4,0
"I.2.133","I.2.133.4.5",4.5,0
"I.2.133","I.2.133.4.6",4.6,0
"I.2.133","I.2.133.4.7",4.7,NA
"I.2.133","I.2.133.5.1",5.1,NA
"I.2.133","I.2.133.5.2",5.2,0
"I.2.133","I.2.133.5.3",5.3,0
"I.2.133","I.2.133.5.4",5.4,0
"I.2.133","I.2.133.5.5",5.5,0
"I.2.133","I.2.133.5.6",5.6,0
"I.2.133","I.2.133.5.7",5.7,NA
"I.2.133","I.2.133.6.1",6.1,NA
"I.2.133","I.2.133.6.2",6.2,0
"I.2.133","I.2.133.6.3",6.3,0
"I.2.133","I.2.133.6.4",6.4,0
"I.2.133","I.2.133.6.5",6.5,0
"I.2.133","I.2.133.6.6",6.6,0
"I.2.133","I.2.133.6.7",6.7,NA
"I.2.133","I.2.133.7.1",7.1,NA
"I.2.133","I.2.133.7.2",7.2,NA
"I.2.133","I.2.133.7.3",7.3,NA
"I.2.133","I.2.133.7.4",7.4,NA
"I.2.133","I.2.133.7.5",7.5,NA
"I.2.133","I.2.133.7.6",7.6,NA
"I.2.133","I.2.133.7.7",7.7,NA
"I.2.134","I.2.134.1.1",1.1,NA
"I.2.134","I.2.134.1.2",1.2,NA
"I.2.134","I.2.134.1.3",1.3,NA
"I.2.134","I.2.134.1.4",1.4,NA
"I.2.134","I.2.134.1.5",1.5,NA
"I.2.134","I.2.134.1.6",1.6,NA
"I.2.134","I.2.134.1.7",1.7,NA
"I.2.134","I.2.134.2.1",2.1,NA
"I.2.134","I.2.134.2.2",2.2,0
"I.2.134","I.2.134.2.3",2.3,0
"I.2.134","I.2.134.2.4",2.4,0
"I.2.134","I.2.134.2.5",2.5,0
"I.2.134","I.2.134.2.6",2.6,0
"I.2.134","I.2.134.2.7",2.7,NA
"I.2.134","I.2.134.3.1",3.1,NA
"I.2.134","I.2.134.3.2",3.2,0
"I.2.134","I.2.134.3.3",3.3,0
"I.2.134","I.2.134.3.4",3.4,0
"I.2.134","I.2.134.3.5",3.5,0
"I.2.134","I.2.134.3.6",3.6,0
"I.2.134","I.2.134.3.7",3.7,NA
"I.2.134","I.2.134.4.1",4.1,NA
"I.2.134","I.2.134.4.2",4.2,0
"I.2.134","I.2.134.4.3",4.3,0
"I.2.134","I.2.134.4.4",4.4,0
"I.2.134","I.2.134.4.5",4.5,0
"I.2.134","I.2.134.4.6",4.6,0
"I.2.134","I.2.134.4.7",4.7,NA
"I.2.134","I.2.134.5.1",5.1,NA
"I.2.134","I.2.134.5.2",5.2,0
"I.2.134","I.2.134.5.3",5.3,0
"I.2.134","I.2.134.5.4",5.4,0
"I.2.134","I.2.134.5.5",5.5,0
"I.2.134","I.2.134.5.6",5.6,0
"I.2.134","I.2.134.5.7",5.7,NA
"I.2.134","I.2.134.6.1",6.1,NA
"I.2.134","I.2.134.6.2",6.2,0
"I.2.134","I.2.134.6.3",6.3,0
"I.2.134","I.2.134.6.4",6.4,0
"I.2.134","I.2.134.6.5",6.5,0
"I.2.134","I.2.134.6.6",6.6,0
"I.2.134","I.2.134.6.7",6.7,NA
"I.2.134","I.2.134.7.1",7.1,NA
"I.2.134","I.2.134.7.2",7.2,NA
"I.2.134","I.2.134.7.3",7.3,NA
"I.2.134","I.2.134.7.4",7.4,NA
"I.2.134","I.2.134.7.5",7.5,NA
"I.2.134","I.2.134.7.6",7.6,NA
"I.2.134","I.2.134.7.7",7.7,NA
"I.2.135","I.2.135.1.1",1.1,NA
"I.2.135","I.2.135.1.2",1.2,NA
"I.2.135","I.2.135.1.3",1.3,NA
"I.2.135","I.2.135.1.4",1.4,NA
"I.2.135","I.2.135.1.5",1.5,NA
"I.2.135","I.2.135.1.6",1.6,NA
"I.2.135","I.2.135.1.7",1.7,NA
"I.2.135","I.2.135.2.1",2.1,NA
"I.2.135","I.2.135.2.2",2.2,0
"I.2.135","I.2.135.2.3",2.3,0
"I.2.135","I.2.135.2.4",2.4,0
"I.2.135","I.2.135.2.5",2.5,0
"I.2.135","I.2.135.2.6",2.6,0
"I.2.135","I.2.135.2.7",2.7,NA
"I.2.135","I.2.135.3.1",3.1,NA
"I.2.135","I.2.135.3.2",3.2,0
"I.2.135","I.2.135.3.3",3.3,0
"I.2.135","I.2.135.3.4",3.4,0
"I.2.135","I.2.135.3.5",3.5,0
"I.2.135","I.2.135.3.6",3.6,0
"I.2.135","I.2.135.3.7",3.7,NA
"I.2.135","I.2.135.4.1",4.1,NA
"I.2.135","I.2.135.4.2",4.2,0
"I.2.135","I.2.135.4.3",4.3,0
"I.2.135","I.2.135.4.4",4.4,0
"I.2.135","I.2.135.4.5",4.5,0
"I.2.135","I.2.135.4.6",4.6,0
"I.2.135","I.2.135.4.7",4.7,NA
"I.2.135","I.2.135.5.1",5.1,NA
"I.2.135","I.2.135.5.2",5.2,0
"I.2.135","I.2.135.5.3",5.3,0
"I.2.135","I.2.135.5.4",5.4,0
"I.2.135","I.2.135.5.5",5.5,0
"I.2.135","I.2.135.5.6",5.6,0
"I.2.135","I.2.135.5.7",5.7,NA
"I.2.135","I.2.135.6.1",6.1,NA
"I.2.135","I.2.135.6.2",6.2,0
"I.2.135","I.2.135.6.3",6.3,0
"I.2.135","I.2.135.6.4",6.4,0
"I.2.135","I.2.135.6.5",6.5,0
"I.2.135","I.2.135.6.6",6.6,0
"I.2.135","I.2.135.6.7",6.7,NA
"I.2.135","I.2.135.7.1",7.1,NA
"I.2.135","I.2.135.7.2",7.2,NA
"I.2.135","I.2.135.7.3",7.3,NA
"I.2.135","I.2.135.7.4",7.4,NA
"I.2.135","I.2.135.7.5",7.5,NA
"I.2.135","I.2.135.7.6",7.6,NA
"I.2.135","I.2.135.7.7",7.7,NA
"I.2.136","I.2.136.1.1",1.1,NA
"I.2.136","I.2.136.1.2",1.2,NA
"I.2.136","I.2.136.1.3",1.3,NA
"I.2.136","I.2.136.1.4",1.4,NA
"I.2.136","I.2.136.1.5",1.5,NA
"I.2.136","I.2.136.1.6",1.6,NA
"I.2.136","I.2.136.1.7",1.7,NA
"I.2.136","I.2.136.2.1",2.1,NA
"I.2.136","I.2.136.2.2",2.2,0
"I.2.136","I.2.136.2.3",2.3,0
"I.2.136","I.2.136.2.4",2.4,0
"I.2.136","I.2.136.2.5",2.5,0
"I.2.136","I.2.136.2.6",2.6,0
"I.2.136","I.2.136.2.7",2.7,NA
"I.2.136","I.2.136.3.1",3.1,NA
"I.2.136","I.2.136.3.2",3.2,0
"I.2.136","I.2.136.3.3",3.3,0
"I.2.136","I.2.136.3.4",3.4,0
"I.2.136","I.2.136.3.5",3.5,0
"I.2.136","I.2.136.3.6",3.6,0
"I.2.136","I.2.136.3.7",3.7,NA
"I.2.136","I.2.136.4.1",4.1,NA
"I.2.136","I.2.136.4.2",4.2,0
"I.2.136","I.2.136.4.3",4.3,0
"I.2.136","I.2.136.4.4",4.4,0
"I.2.136","I.2.136.4.5",4.5,0
"I.2.136","I.2.136.4.6",4.6,0
"I.2.136","I.2.136.4.7",4.7,NA
"I.2.136","I.2.136.5.1",5.1,NA
"I.2.136","I.2.136.5.2",5.2,0
"I.2.136","I.2.136.5.3",5.3,0
"I.2.136","I.2.136.5.4",5.4,0
"I.2.136","I.2.136.5.5",5.5,0
"I.2.136","I.2.136.5.6",5.6,0
"I.2.136","I.2.136.5.7",5.7,NA
"I.2.136","I.2.136.6.1",6.1,NA
"I.2.136","I.2.136.6.2",6.2,0
"I.2.136","I.2.136.6.3",6.3,0
"I.2.136","I.2.136.6.4",6.4,0
"I.2.136","I.2.136.6.5",6.5,0
"I.2.136","I.2.136.6.6",6.6,0
"I.2.136","I.2.136.6.7",6.7,NA
"I.2.136","I.2.136.7.1",7.1,NA
"I.2.136","I.2.136.7.2",7.2,NA
"I.2.136","I.2.136.7.3",7.3,NA
"I.2.136","I.2.136.7.4",7.4,NA
"I.2.136","I.2.136.7.5",7.5,NA
"I.2.136","I.2.136.7.6",7.6,NA
"I.2.136","I.2.136.7.7",7.7,NA
"I.2.137","I.2.137.1.1",1.1,NA
"I.2.137","I.2.137.1.2",1.2,NA
"I.2.137","I.2.137.1.3",1.3,NA
"I.2.137","I.2.137.1.4",1.4,NA
"I.2.137","I.2.137.1.5",1.5,NA
"I.2.137","I.2.137.1.6",1.6,NA
"I.2.137","I.2.137.1.7",1.7,NA
"I.2.137","I.2.137.2.1",2.1,NA
"I.2.137","I.2.137.2.2",2.2,0
"I.2.137","I.2.137.2.3",2.3,0
"I.2.137","I.2.137.2.4",2.4,0
"I.2.137","I.2.137.2.5",2.5,0
"I.2.137","I.2.137.2.6",2.6,0
"I.2.137","I.2.137.2.7",2.7,NA
"I.2.137","I.2.137.3.1",3.1,NA
"I.2.137","I.2.137.3.2",3.2,0
"I.2.137","I.2.137.3.3",3.3,0
"I.2.137","I.2.137.3.4",3.4,0
"I.2.137","I.2.137.3.5",3.5,0
"I.2.137","I.2.137.3.6",3.6,0
"I.2.137","I.2.137.3.7",3.7,NA
"I.2.137","I.2.137.4.1",4.1,NA
"I.2.137","I.2.137.4.2",4.2,0
"I.2.137","I.2.137.4.3",4.3,0
"I.2.137","I.2.137.4.4",4.4,0
"I.2.137","I.2.137.4.5",4.5,0
"I.2.137","I.2.137.4.6",4.6,0
"I.2.137","I.2.137.4.7",4.7,NA
"I.2.137","I.2.137.5.1",5.1,NA
"I.2.137","I.2.137.5.2",5.2,0
"I.2.137","I.2.137.5.3",5.3,0
"I.2.137","I.2.137.5.4",5.4,0
"I.2.137","I.2.137.5.5",5.5,0
"I.2.137","I.2.137.5.6",5.6,0
"I.2.137","I.2.137.5.7",5.7,NA
"I.2.137","I.2.137.6.1",6.1,NA
"I.2.137","I.2.137.6.2",6.2,0
"I.2.137","I.2.137.6.3",6.3,0
"I.2.137","I.2.137.6.4",6.4,0
"I.2.137","I.2.137.6.5",6.5,0
"I.2.137","I.2.137.6.6",6.6,0
"I.2.137","I.2.137.6.7",6.7,NA
"I.2.137","I.2.137.7.1",7.1,NA
"I.2.137","I.2.137.7.2",7.2,NA
"I.2.137","I.2.137.7.3",7.3,NA
"I.2.137","I.2.137.7.4",7.4,NA
"I.2.137","I.2.137.7.5",7.5,NA
"I.2.137","I.2.137.7.6",7.6,NA
"I.2.137","I.2.137.7.7",7.7,NA
"I.2.138","I.2.138.1.1",1.1,NA
"I.2.138","I.2.138.1.2",1.2,NA
"I.2.138","I.2.138.1.3",1.3,NA
"I.2.138","I.2.138.1.4",1.4,NA
"I.2.138","I.2.138.1.5",1.5,NA
"I.2.138","I.2.138.1.6",1.6,NA
"I.2.138","I.2.138.1.7",1.7,NA
"I.2.138","I.2.138.2.1",2.1,NA
"I.2.138","I.2.138.2.2",2.2,0
"I.2.138","I.2.138.2.3",2.3,0
"I.2.138","I.2.138.2.4",2.4,0
"I.2.138","I.2.138.2.5",2.5,0
"I.2.138","I.2.138.2.6",2.6,0
"I.2.138","I.2.138.2.7",2.7,NA
"I.2.138","I.2.138.3.1",3.1,NA
"I.2.138","I.2.138.3.2",3.2,0
"I.2.138","I.2.138.3.3",3.3,0
"I.2.138","I.2.138.3.4",3.4,0
"I.2.138","I.2.138.3.5",3.5,0
"I.2.138","I.2.138.3.6",3.6,0
"I.2.138","I.2.138.3.7",3.7,NA
"I.2.138","I.2.138.4.1",4.1,NA
"I.2.138","I.2.138.4.2",4.2,0
"I.2.138","I.2.138.4.3",4.3,0
"I.2.138","I.2.138.4.4",4.4,0
"I.2.138","I.2.138.4.5",4.5,0
"I.2.138","I.2.138.4.6",4.6,0
"I.2.138","I.2.138.4.7",4.7,NA
"I.2.138","I.2.138.5.1",5.1,NA
"I.2.138","I.2.138.5.2",5.2,0
"I.2.138","I.2.138.5.3",5.3,0
"I.2.138","I.2.138.5.4",5.4,0
"I.2.138","I.2.138.5.5",5.5,0
"I.2.138","I.2.138.5.6",5.6,0
"I.2.138","I.2.138.5.7",5.7,NA
"I.2.138","I.2.138.6.1",6.1,NA
"I.2.138","I.2.138.6.2",6.2,0
"I.2.138","I.2.138.6.3",6.3,0
"I.2.138","I.2.138.6.4",6.4,0
"I.2.138","I.2.138.6.5",6.5,0
"I.2.138","I.2.138.6.6",6.6,0
"I.2.138","I.2.138.6.7",6.7,NA
"I.2.138","I.2.138.7.1",7.1,NA
"I.2.138","I.2.138.7.2",7.2,NA
"I.2.138","I.2.138.7.3",7.3,NA
"I.2.138","I.2.138.7.4",7.4,NA
"I.2.138","I.2.138.7.5",7.5,NA
"I.2.138","I.2.138.7.6",7.6,NA
"I.2.138","I.2.138.7.7",7.7,NA
"I.2.139","I.2.139.1.1",1.1,NA
"I.2.139","I.2.139.1.2",1.2,NA
"I.2.139","I.2.139.1.3",1.3,NA
"I.2.139","I.2.139.1.4",1.4,NA
"I.2.139","I.2.139.1.5",1.5,NA
"I.2.139","I.2.139.1.6",1.6,NA
"I.2.139","I.2.139.1.7",1.7,NA
"I.2.139","I.2.139.2.1",2.1,NA
"I.2.139","I.2.139.2.2",2.2,0
"I.2.139","I.2.139.2.3",2.3,0
"I.2.139","I.2.139.2.4",2.4,0
"I.2.139","I.2.139.2.5",2.5,0
"I.2.139","I.2.139.2.6",2.6,0
"I.2.139","I.2.139.2.7",2.7,NA
"I.2.139","I.2.139.3.1",3.1,NA
"I.2.139","I.2.139.3.2",3.2,0
"I.2.139","I.2.139.3.3",3.3,0
"I.2.139","I.2.139.3.4",3.4,0
"I.2.139","I.2.139.3.5",3.5,0
"I.2.139","I.2.139.3.6",3.6,0
"I.2.139","I.2.139.3.7",3.7,NA
"I.2.139","I.2.139.4.1",4.1,NA
"I.2.139","I.2.139.4.2",4.2,0
"I.2.139","I.2.139.4.3",4.3,0
"I.2.139","I.2.139.4.4",4.4,0
"I.2.139","I.2.139.4.5",4.5,0
"I.2.139","I.2.139.4.6",4.6,0
"I.2.139","I.2.139.4.7",4.7,NA
"I.2.139","I.2.139.5.1",5.1,NA
"I.2.139","I.2.139.5.2",5.2,0
"I.2.139","I.2.139.5.3",5.3,0
"I.2.139","I.2.139.5.4",5.4,0
"I.2.139","I.2.139.5.5",5.5,0
"I.2.139","I.2.139.5.6",5.6,0
"I.2.139","I.2.139.5.7",5.7,NA
"I.2.139","I.2.139.6.1",6.1,NA
"I.2.139","I.2.139.6.2",6.2,0
