"species","sample_id","term","est","se","lower","upper"
"BEPE","BEPE_379_5","Kmax",1.97385836473685,0.0261736943168132,1.92269426022627,2.02515081235307
"BEPE","BEPE_379_5","slope",400.695047289928,31.3890649705668,339.37858846871,462.474647204224
"BEPE","BEPE_379_5","p50",-2.22485120564449,0.00539755340220186,-2.23540603914194,-2.21430484812495
"BEPE","BEPE_379_5","p12",-2.10054032520276,0.0119990355549546,-2.12153350087193,-2.07439853016573
"BEPE","BEPE_379_5","p88",-2.34916208608623,0.0106497449418601,-2.3724681418854,-2.33059728971165
"BEPE","BEPE_67_1","Kmax",1.40109356020994,0.0236691547247766,1.35492683302924,1.4475747931815
"BEPE","BEPE_67_1","slope",204.160800620776,17.654398981988,169.446010747811,238.739025674518
"BEPE","BEPE_67_1","p50",-2.57496415041859,0.0114452320837239,-2.5975255557832,-2.5526455638512
"BEPE","BEPE_67_1","p12",-2.33098609995151,0.0264700076967616,-2.3765229876995,-2.2725962955668
"BEPE","BEPE_67_1","p88",-2.81894220088567,0.0225703234183684,-2.86933831739518,-2.78070287864877
"BEPE","BEPE_67_2","Kmax",1.68646767653783,0.010840273686256,1.66524386523029,1.70749243921919
"BEPE","BEPE_67_2","slope",295.981868207743,14.5686472947766,267.432002889161,324.588048504961
"BEPE","BEPE_67_2","p50",-2.45512996069358,0.00471414030560449,-2.46438243457322,-2.44592275720255
"BEPE","BEPE_67_2","p12",-2.28684007719878,0.00990069174748609,-2.30505373626666,-2.26617582942931
"BEPE","BEPE_67_2","p88",-2.62341984418838,0.00929452720550929,-2.64301472958961,-2.60647373476851
"BEPE","BEPE_67_3","Kmax",0.0627121679728661,0.000639746936895338,0.061461645379223,0.0639682921624272
"BEPE","BEPE_67_3","slope",251.56761972746,20.4100441117438,211.747265986881,291.696197284279
"BEPE","BEPE_67_3","p50",-2.65861982081913,0.00924890290901688,-2.67675564626191,-2.64046295397744
"BEPE","BEPE_67_3","p12",-2.46061836828236,0.0195304994361153,-2.49477659112842,-2.41807625283085
"BEPE","BEPE_67_3","p88",-2.8566212733559,0.0182555008207319,-2.8964868733757,-2.82476843525778
"LADE","LADE_202_1","Kmax",0.238730690925677,0.00801531476276987,0.222999635531419,0.254449803933149
"LADE","LADE_202_1","slope",56.688996824841,8.60510719429227,39.7874932877463,73.6164355645027
"LADE","LADE_202_1","p50",-3.29984368422088,0.0728430101898042,-3.44177182044516,-3.15659038421489
"LADE","LADE_202_1","p12",-2.42117662522949,0.202964812704008,-2.73743401432092,-1.94102547161759
"LADE","LADE_202_1","p88",-4.17851074321227,0.115440193025302,-4.47198652572999,-4.02216795838076
"LADE","LADE_202_2","Kmax",0.622071662309876,0.0128434726114063,0.596792933215063,0.647247037600865
"LADE","LADE_202_2","slope",128.365132422795,14.0084823327811,100.817659814195,155.659675349279
"LADE","LADE_202_2","p50",-3.52533368119213,0.0310358615941944,-3.58610098729679,-3.4644680144585
"LADE","LADE_202_2","p12",-3.13729408525891,0.0624920609144018,-3.24450479509247,-2.99902234060164
"LADE","LADE_202_2","p88",-3.91337327712534,0.0446432114740056,-4.01406607085526,-3.83799759700396
"LADE","LADE_202_3","Kmax",0.496173049351404,0.023000041432534,0.451067856473449,0.541346476496438
"LADE","LADE_202_3","slope",65.2056443064352,12.2901537107516,41.0815942177155,89.3966459732887
